State,StateNum,Region,Lat,Long,Month,Month_Sin,Month_Cos,OutageStart,OutageEnd,OutageLength,Sum
New York,36,8,43.0061269,-76.19460186,8.42103494623656,-0.6772747587759126,-0.7357301822849388,2016-08-14 01:15:00,2016-08-14 08:45:00,7.5,8628.193548387097
New York,36,8,41.76513375,-73.74303603,8.42103494623656,-0.6772747587759126,-0.7357301822849388,2016-08-14 01:15:00,2016-08-14 04:45:00,3.5,6360.6
New York,36,8,42.91279676,-75.66993538,8.42372311827957,-0.6783096451395852,-0.7347761736138495,2016-08-14 03:15:00,2016-08-14 06:30:00,3.25,1076.357142857143
New York,36,8,42.71103722,-73.50952678,8.429099462365592,-0.680375384376203,-0.7328637911201057,2016-08-14 07:15:00,2016-08-14 08:30:00,1.25,1603.8333333333333
New York,36,8,43.0061269,-76.19460186,8.431787634408602,-0.6814062331566653,-0.7319054210861157,2016-08-14 09:15:00,2016-08-14 11:00:00,1.75,2803.25
New York,36,8,42.71103722,-73.50952678,8.433131720430108,-0.6819211514435181,-0.7314256922025275,2016-08-14 10:15:00,2016-08-14 11:30:00,1.25,1525.6666666666667
New York,36,8,42.49352629,-75.61144344,8.448252688172044,-0.6876906497012355,-0.7260038362939225,2016-08-14 21:30:00,2016-08-14 22:45:00,1.25,2256.333333333333
New York,36,8,43.0061269,-76.19460186,8.481854838709678,-0.7003569000730494,-0.713792835856503,2016-08-15 22:30:00,2016-08-16 00:45:00,2.25,3273.2
New York,36,8,40.7721053,-73.97166722,8.487903225806452,-0.7026139147797883,-0.7115712801665202,2016-08-16 03:00:00,2016-08-16 04:15:00,1.25,124.83333333333331
New York,36,8,40.85091824,-73.8615688,8.517137096774194,-0.7134230731220429,-0.7007335575931127,2016-08-17 00:45:00,2016-08-17 02:00:00,1.25,2916.5
New York,36,8,43.20013175,-78.7453209,8.6377688172043,-0.7562311841747192,-0.6543045132671039,2016-08-20 18:30:00,2016-08-20 21:00:00,2.5,6948.909090909091
New York,36,8,40.7721053,-73.97166722,8.64986559139785,-0.7603602580445614,-0.649501561188584,2016-08-21 03:30:00,2016-08-21 06:00:00,2.5,123.8181818181818
New York,36,8,42.71103722,-73.50952678,8.678763440860216,-0.7701003742237157,-0.6379227332682955,2016-08-22 01:00:00,2016-08-22 04:45:00,3.75,1874.125
New York,36,8,42.59987237,-73.97341306,8.69489247311828,-0.7754601961850354,-0.6313964555908328,2016-08-22 13:00:00,2016-08-22 16:45:00,3.75,2167.25
New York,36,8,40.7721053,-73.97166722,8.70396505376344,-0.7784508160615253,-0.6277056053383189,2016-08-22 19:45:00,2016-08-23 00:45:00,5.0,414.0952380952381
New York,36,8,43.24167426,-75.4358883,8.80241935483871,-0.8097609345051023,-0.5867599415002897,2016-08-25 21:00:00,2016-08-25 22:30:00,1.5,1793.0
New York,36,8,43.11377432,-74.42194258,8.842069892473118,-0.8217672622121704,-0.5698232767765053,2016-08-27 02:30:00,2016-08-27 04:30:00,2.0,1137.7777777777778
New York,36,8,42.59987237,-73.97341306,8.881048387096774,-0.8332248907507804,-0.552934246934796,2016-08-28 07:30:00,2016-08-28 09:00:00,1.5,3583.5714285714284
New York,36,8,43.20013175,-78.7453209,8.898185483870968,-0.8381527397149748,-0.5454355918972299,2016-08-28 20:15:00,2016-08-28 21:45:00,1.5,3319.0
New York,36,8,43.24167426,-75.4358883,8.903225806451612,-0.8395892819696388,-0.543221720480419,2016-08-29 00:00:00,2016-08-29 02:15:00,2.25,1793.2
New York,36,8,40.7721053,-73.97166722,8.991935483870968,-0.8639064040230291,-0.5036523851705647,2016-08-31 18:00:00,2016-08-31 20:00:00,2.0,118.22222222222224
New York,36,8,42.81832249,-74.05833636,9.03125,-0.8740903416267589,-0.48576339371634,2016-09-01 22:30:00,2016-09-02 00:15:00,1.75,3409.75
New York,36,8,42.22817594,-79.36664149,9.090625,-0.8887672777860675,-0.4583587306212713,2016-09-03 17:15:00,2016-09-03 19:00:00,1.75,2059.875
New York,36,8,43.24167426,-75.4358883,9.241666666666667,-0.9222009716704516,-0.3867109616368209,2016-09-08 06:00:00,2016-09-08 08:00:00,2.0,1995.6666666666667
New York,36,8,42.90217659,-74.43985937,9.26388888888889,-0.9266380308727052,-0.3759547309721685,2016-09-08 22:00:00,2016-09-09 02:00:00,4.0,778.2941176470588
New York,36,8,42.19791446,-74.96687059,9.266319444444443,-0.9271157338434391,-0.3747751540056264,2016-09-08 23:45:00,2016-09-09 02:45:00,3.0,4712.692307692308
New York,36,8,42.19791446,-74.96687059,9.271527777777775,-0.9281343258089384,-0.3722454475949805,2016-09-09 03:30:00,2016-09-09 05:00:00,1.5,4819.0
New York,36,8,42.90217659,-74.43985937,9.274305555555555,-0.9286747529883076,-0.3708951376900293,2016-09-09 05:30:00,2016-09-09 07:15:00,1.75,625.0
New York,36,8,41.15225744,-74.02389861,9.296180555555557,-0.9328618756328976,-0.3602342584911553,2016-09-09 21:15:00,2016-09-09 22:45:00,1.5,2641.714285714286
New York,36,8,42.81832249,-74.05833636,9.33576388888889,-0.9401271268217514,-0.3408239801039221,2016-09-11 01:45:00,2016-09-11 03:15:00,1.5,989.0
New York,36,8,42.59987237,-73.97341306,9.34027777777778,-0.9409300264357754,-0.3386010711022206,2016-09-11 05:00:00,2016-09-11 07:45:00,2.75,2764.4166666666665
New York,36,8,43.31320642,-73.430748,9.396875,-0.9505496155138508,-0.3105727426006193,2016-09-12 21:45:00,2016-09-12 23:15:00,1.5,2015.2857142857144
New York,36,8,43.66134129,-74.49745908,9.40451388888889,-0.9517842107020804,-0.3067683429857418,2016-09-13 03:15:00,2016-09-13 04:30:00,1.25,972.0
New York,36,8,42.59987237,-73.97341306,9.453125,-0.9592831701573936,-0.2824461000842123,2016-09-14 14:15:00,2016-09-14 16:00:00,1.75,1218.875
New York,36,8,43.66134129,-74.49745908,9.515277777777778,-0.9679653029147168,-0.2510839946177786,2016-09-16 11:00:00,2016-09-16 12:30:00,1.5,1265.0
New York,36,8,43.66134129,-74.49745908,9.528472222222222,-0.9696768269715056,-0.2443907756738635,2016-09-16 20:30:00,2016-09-17 02:30:00,6.0,3207.44
New York,36,8,43.11377432,-74.42194258,9.528472222222222,-0.9696768269715056,-0.2443907756738635,2016-09-16 20:30:00,2016-09-17 02:30:00,6.0,2403.24
New York,36,8,42.91279676,-75.66993538,9.577777777777778,-0.9756622801842142,-0.2192786241879036,2016-09-18 08:00:00,2016-09-18 10:15:00,2.25,1259.0
New York,36,8,43.0061269,-76.19460186,9.620138888888889,-0.9802855460770468,-0.1975860525250365,2016-09-19 14:30:00,2016-09-19 17:15:00,2.75,6936.333333333333
New York,36,8,43.24167426,-75.4358883,9.781597222222222,-0.9934685405576336,-0.1141063491760459,2016-09-24 10:45:00,2016-09-24 15:45:00,5.0,9153.809523809525
New York,36,8,43.41936241,-74.96255405,9.781944444444443,-0.9934892692586024,-0.1139257296136751,2016-09-24 11:00:00,2016-09-24 13:15:00,2.25,816.2
